id	code name	Display Name	Aliases	Short Description	Long Description	Benefits	Written Guide - Intro	Written Guide - Health Routine	Written Guide - Issues	Written Guide - Setup	Written Guide - Walkthrough	Written Guide - Tips and Tricks	Refold Phase(s)	Video What and why	Video Demo	Type	Parent Skills	parent skills cat	Pillar	Child Techniques	Parent Categories	Alternatives	Sub-techniques	Tools	FAQs	Misc	Library
80031	10TEN_READER	10ten Reader		Lightweight popup Japanese dictionary browser extension	10ten Reader is a free browser extension (Chrome, Firefox, Edge, iOS) that reveals dictionary entries, readings, pitch accent, and numeral conversions when you hover over Japanese text. It recognises inflected forms, runs fully offline, and auto‑updates its JMdict‑based database weekly, making web reading smooth for learners.	Fast and lightweight;Offline dictionary with weekly updates;Pitch accent and numeral conversions;Cross‑platform Chrome/Firefox/Edge/iOS;No manual dictionary setup;Open‑source and privacy‑friendly;Customisable shortcuts and popup behaviour	10ten Reader, formerly known as Rikaichamp, is an open‑source browser add‑on that overlays dictionary definitions the moment you hover or tap on Japanese text. Built to modernise the classic Rikaikun family of tools, it aims to minimise friction so you can keep reading native material without stopping to search manually.	Best suited to intermediate or higher learners who consume Japanese websites, ebooks, or online articles and need rapid look‑ups without interrupting immersion, whether on desktop or mobile browsers.	It lacks built‑in card mining and deep styling customisation found in alternatives like Yomitan, and definitions are limited to English until a free JP‑JP dataset becomes available. Some niche sites with heavy scripting may block hover detection, requiring a quick page reload.	Install from the relevant browser store, pin the icon, and press Alt + R (or tap it) to toggle lookup mode. Dictionaries download automatically on first launch and update in the background—no extra configuration needed.	Toggle lookup, hover a word, and the popup shows reading, meaning, pitch accent, and links. Use Up/Down or Shift to cycle through multiple matches and Esc to hide. Copy the text or open the side panel for a fuller entry, then toggle off to resume normal browsing.	Bind a modifier key (e.g., Ctrl) so popups appear only when held, preventing clutter, and enable “translate numbers” to instantly convert large Japanese numerals and yen amounts. Pair 10ten with a separate Anki mining tool when you want to save vocabulary for later review.	2			iOS	Japanese	Japanese	Free	Interactive Reading				https://apps.apple.com/us/app/10ten-japanese-reader/id1573540634			Tools
80032	KAKU_OCR	Kaku OCR		Android overlay OCR dictionary for on‑screen Japanese text	Kaku is a free, open‑source Android app that floats over any screen, lets you draw a capture box, and instantly OCRs Japanese text. Tap recognized characters to see EDICT‑based definitions, copy text, or send it to other apps, making raw manga, games, or PDFs readable on mobile.	Works in any app overlay;Fast offline OCR with multiple candidates;Built‑in dictionary definitions and furigana;Open‑source and free;Exports text to clipboard/translate;Resizable, editable capture box	Kaku began as an Android alternative to desktop tools like KanjiTomo and browser pop‑ups. It captures a snapshot of any area on your screen, runs OCR locally, and shows dictionary look‑ups without leaving your current app.	Ideal for intermediate+ learners who read native Japanese content on Android—manga, visual novels, games, or PDF textbooks—and want quick look‑ups without switching apps.	OCR accuracy drops on stylized fonts or low‑resolution art, and initial permissions/setup can be confusing. Development has slowed since 2019, so bugs on newer Android versions may persist.	Install from Google Play or F‑Droid, grant “draw over other apps” and screen‑capture permissions, then load the built‑in dictionaries on first launch. No extra data files are required.	Activate Kaku’s floating button, position the selection frame over Japanese text, and double‑tap to recognize. Tap any word to view definition, swipe left/right to edit or cycle OCR candidates, and use the copy/share icons to send text to other apps or Anki.	Use the grayscale or high‑contrast filters for cleaner OCR, and zoom in before capturing to raise accuracy. Map the quick‑toggle tile in Android’s shade so you can enable Kaku only when needed.	2			Android	Japanese	Japanese	Free	Interactive Reading				https://github.com/0xbad1d3a5/Kaku			Tools
84033	QUIZLET	Quizlet		Versatile flashcard platform with AI‑powered study modes	Quizlet lets you build or browse millions of flashcard sets and study with adaptive modes like Learn, Write, and AI‑generated practice tests. Memory Score spaced repetition schedules reviews so you retain vocabulary efficiently.	Huge library of shared sets;Adaptive spaced repetition;AI practice tests and Q‑Chat tutor;Gamified modes (Match, Gravity, Live);Cross‑platform with offline mobile;Easy import from CSV/notes	Quizlet launched in 2005 and has grown into one of the most popular study apps. It focuses on quick flashcard creation and now layers AI features—Memory Score, practice‑test generator, and Q‑Chat—to streamline self‑study.	Ideal for learners who want fast, customizable vocabulary drills and data‑driven progress tracking.	Crowd‑sourced sets can include errors and most AI and offline features sit behind the Plus paywall.	Create a free account on web or install the Android/iOS app, then search for or import a study set, and upgrade to Plus if you need offline, no ads, and AI tools.	Build or copy a set, run Learn mode until mastered, switch to Write or Spell for active recall, then quiz yourself with AI‑generated tests, revisit when Memory Score prompts, and track stats in your dashboard.	Combine smaller theme‑based sets for spaced reviews, use Q‑Chat to converse with new terms, and toggle language auto‑detect to get accurate TTS pronunciation.	2			All			Freemium	Vocab Study				https://quizlet.com/			Tools
84034	SPANISHDICT	SpanishDict	- Spanish Dictionary⏎- SpanishDictionary⏎- Spanish Dict	A comprehensive online  dictionary and learning platform for Spanish.	SpanishDict serves as both an extensive bilingual dictionary with over 1 million translations and a complete language learning system featuring interactive grammar lessons, spaced repetition vocabulary practice, and verb conjugation drills.	Comprehensive dictionary with context examples; Free access to most features; Spaced repetition vocabulary system; Interactive grammar lessons with video content; Verb conjugation practice tools; Mobile app available; Regional usage differences included; Pronunciation audio by native speakers; Extensive pre-made vocabulary lists	SpanishDict started as an online Spanish-English dictionary in 1999 and has evolved into a comprehensive language learning platform trusted by millions. It combines traditional dictionary functions with modern learning tools including interactive lessons, vocabulary practice, and grammar instruction designed to support Spanish learners at all levels.	Ideal for all Spanish learners who need a reliable reference tool while studying from other sources. The platform works well for learners who prefer self-directed study with comprehensive explanations rather than gamified approaches.	The site can be slow and prone to crashes, particularly when loaded with advertisements, and some users report malicious redirects from ads. The free version includes intrusive advertising that can significantly impact user experience, and login issues are occasionally reported across different browsers.	No installation required - simply visit spanishdict.com in any web browser or download the free mobile app for iOS/Android. Creating a free account allows you to save vocabulary lists and track progress, though most dictionary features work without registration.	Search for words or phrases in the main search bar to access translations, pronunciations, example sentences, and conjugations. Create vocabulary lists by adding words during searches, then practice using the spaced repetition system. Access grammar lessons through the "Learn Spanish" section, organized by difficulty level from beginner to advanced.	Use an ad blocker to significantly improve site performance and reduce crashes. Focus on the vocabulary lists feature for systematic learning, and take advantage of the conjugation drill tool for verb practice.	1			All	Spanish	Spanish	Freemium	Interactive Reading				https://www.spanishdict.com/			Tools
80035	LANGUAGE_TRANSFER	Language Transfer	- The Thinking Method	Free audio language learning courses without memorization or note-taking.	Language Transfer offers completely free audio courses that use a unique "Thinking Method" based on Socratic questioning to teach languages through pattern recognition rather than rote memorization. The courses focus on building understanding of language structure by leveraging similarities between languages.	Completely free with no ads or subscriptions; Focuses on understanding language patterns rather than memorization; Uses cognates and linguistic connections to accelerate learning; Covers substantial grammar in short timeframes; Available offline through mobile app; Requires no sign-up or personal data collection; Proven effective methodology based on Socratic teaching	Language Transfer is a revolutionary language learning platform created by British-Cypriot educator Mihalis Eleftheriou that uses "The Thinking Method" to teach languages through guided discovery rather than traditional memorization. The approach is based on the Socratic method, where students learn by answering questions that help them discover language patterns and build sentences using logical connections between their native language and the target language.	Perfect for absolute beginners who want to understand how languages work systematically and intermediate learners looking to fill grammar gaps. Best suited for self-motivated learners who can focus entirely during audio lessons and don't mind the audio-only format.	Requires complete focus and active participation, making multitasking impossible during lessons. Limited vocabulary coverage means you'll need supplementary resources for building word knowledge, and the audio-only format provides no reading or writing practice.	Download the free mobile app from iOS App Store or Google Play Store, or access courses directly through the website at languagetransfer.org. No account creation or setup required - simply select your target language and begin with lesson 1.	Listen to 6-15 minute audio lessons where you actively participate by pausing to answer questions posed to a fellow student before hearing their response. Focus completely on each lesson, speaking your answers aloud and following the logical progression through grammar concepts. Complete lessons sequentially as each builds on previous knowledge.	Never take notes or try to memorize - trust the method and focus on understanding the logical connections being presented. Repeat lessons if concepts aren't clicking rather than rushing ahead, and supplement with vocabulary building tools since the courses deliberately limit word count to focus on structure.	1			All	French, Swahili, Italian, Greek, German, Turkish, Arabic, Spanish, English	French, Swahili, Italian, Greek, German, Turkish, Arabic, Spanish, English	Free	Grammar Study				https://www.languagetransfer.org/courses			Tools
86036	LINGODEER	LingoDeer	- LingoDear	Grammar-rich app for structured Asian & major language courses	LingoDeer delivers teacher-made, grammar-focused courses with native audio, script support, and graded practice across 15+ languages. Lessons mix bite-size drills, explanations, review modes, and optional offline downloads to build from novice into lower‑intermediate skills.	Strong grammar explanations;Good for Asian languages & scripts;High‑quality native audio;Structured lessons with clear scope;Robust review modes (flashcards/quizzes/target training);Offline downloads (Premium mobile);Progress tracking & reminders;Lifetime unlock option	Created by educators to teach languages (originally Asian) with a curriculum that explains grammar, writing systems, and sentence patterns clearly. It aims to give self‑learners a structured path that complements immersion and helps decode input.	Best for beginners through lower‑intermediate learners who want clear grammar scaffolding, script practice, and structured drills to support outside immersion. Useful for self‑study or classroom supplement.	Content depth tops out around B1; some courses miss features; limited authentic/media input; occasional leveling quirks or app bugs; most content paywalled.	Install the iOS/Android app or use the web version, create an account, choose your interface language and target language, then download the first units. Upgrade to Premium to unlock full courses, cross‑device sync, and offline packs.	Start with the Alphabet/Basics path, work through lessons that introduce vocab + grammar, then read the lesson notes. Use quizzes and “Test Out” to skip known material, and hit the Review tab (flashcards, grammar cards, character drills) to reinforce.	Pre‑read grammar notes before drilling; toggle scripts/pinyin as needed; schedule short daily review bursts; download offline units for commute time; mine high‑quality example sentences into your own SRS deck.```	1			All			Paid	Vocab Study				https://www.lingodeer.com/			Tools
84037	DROPS	Drops	- Language Drops	5-min visual vocab app for 50+ languages	Drops teaches vocabulary through fast, picture-driven swipe/tap games capped at short daily sessions. Spaced review modes, native audio, and optional script practice help you build recall efficiently; Premium unlocks longer sessions, all topics, and offline study.	Visual mnemonics keep words sticky;5-min micro-sessions fit busy days;50+ languages incl niche/indigenous;Gamified swipe/tap drills;Script/character practice;Adaptive Review/Tough Word Dojo;Offline (Premium);Streaks, goals, progress stats;Learn multiple languages under one sub	Developed in Estonia (now part of Kahoot), Drops delivers rapid-fire vocab bursts using clean visuals, real audio, and mini-games that repeat words for retention. It’s built to slot language study into spare minutes and complement deeper study you do elsewhere.	Great for time‑crunched learners, travelers, and polyglots who want quick vocab gains across many languages. Works well as a supplement to immersion or a way to prime new domains before you encounter them in the wild.	Vocabulary‑only focus; little to no grammar or speaking; free playtime is limited and ads appear; images can be vague; repetitive swiping may cause burnout in long sessions.	Install on iOS/Android or use the web app, sign up (email or SSO), choose your interface and target language, then start the free daily session. Upgrade to Premium for unlimited time, all topics unlocked, Review/Tough Word Dojo extras, and offline downloads.	Pick a topic and play the timed games matching images, audio, and spelling to learn ~15‑20 words. Progress through themed lists to unlock more; adjust session length in settings if Premium. Use Review Dojo, Favorites, Quiz Mode, and Word Collection to recycle hard items and watch your streak grow.	Use Drops as a daily vocab warm‑up before immersion; enable script tracing for character languages; pre‑download packs for offline commutes; star only useful words and export them to your main SRS so they show up in real content later.```	1			All			Freemium	Vocab Study				https://languagedrops.com/kahoot			Tools
84038	WLINGUA	wLingua		Structured multi-level courses with spaced repetition drills	Wlingua offers graded, grammar+vocab courses with native audio and progressive exposure across several major languages. Tap any word for usage notes, get staggered review, and choose regional variants (e.g., Spain/Mexico; US/UK).	Progressive curriculum from A0-B1+;Spaced/staggered repetition reviews;Linked grammar explanations on tap;Native audio in multiple accents;Large lesson banks (500+ Spanish/600+ English);Topic vocab library & search;Certificates per level;Offline downloads;Ad-free (Premium)	Developed by Wlingua Sociedad Limitada, these app+web courses build language step by step using progressive exposure and staggered repetition. Lessons link each word to meaning/usage and include native-speaker audio, readings, and targeted grammar drills.	It suits structured learners who want clear explanations, lots of practice, and regional accent options; good as a grammar/vocab spine to support immersion and self-study from beginner through lower-intermediate.	Not conversation-heavy; drilling grammar without real input can feel dry; language catalog narrower than big-name apps; many features locked behind Premium; occasional missing interface languages and slow support reports.	Install on iOS/Android or use the web, create an account, pick your base language and target course (choose regional variant), and start the free Basic tier or trial Premium to unlock everything and offline packs.	Follow the main course path or take a placement test, complete bite-size lessons, tap words for explanations, and do staggered Reviews when prompted; explore add-on courses (verbs, pronunciation, ser/estar) and use the Library to search, re-do, or download content; earn certificates at level completion.	Read grammar notes before lessons; schedule daily review sessions so spaced repetition works; switch regional audio to match your immersion input; pull useful example sentences into your own SRS and mix Wlingua study with real-world listening/reading.```	1			All	English, Spanish, French, Italian, German, Russian	English, Spanish, French, Italian, German, Russian	Freemium					https://www.wlingua.com/en/			Tools
86039	KWIZIQ	Kwiziq	- QuizIQ	Adaptive grammar kwizzes for French & Spanish learners	Kwiziq uses an AI coach ("Kwizbot") to diagnose your CEFR gaps and serve targeted micro‑quizzes with linked grammar lessons, audio, and explanations. Personalized Studyplans, Brainmap analytics, and skills add‑ons (dictation, writing, listening) help you sharpen accuracy fast as a supplement to real‑world input.	AI‑driven personalized Studyplan;CEFR‑aligned level testing;Deep expert‑written grammar library;Instant feedback & Brainmap analytics;Micro‑quizzes keep study focused;Dictation, writing & listening drills;Community Q&A with teachers;Works with Lawless French/Spanish;Free tier to sample;Premium unlocks full access	Born as an AI "language coach," Kwiziq zeroes in on what you do and don’t know through short kwizzes, then recommends laser‑targeted grammar lessons and practice. It partners with sites like Lawless French/Spanish to blend clear explanations, examples, and automated review so you can polish accuracy efficiently.	Ideal for motivated self‑learners (upper‑beginner to advanced) who want data‑driven diagnostics and intensive grammar cleanup to support immersion, test prep, or polishing fossilized errors.	Grammar‑heavy; limited speaking/real conversation; interface can feel busy; full analytics and unlimited kwizzes require a paid plan; occasional uneven example texts reported by users.	Sign up on the web (or partner site), pick French or Spanish, take the free CEFR placement test, and review your Studyplan. Upgrade to Premium for unlimited kwizzes, detailed Brainmap stats, add‑on exercises, and progress tracking.	Start by running a diagnostic kwiz; read the linked lesson for misses; retake focused kwizzes as Kwizbot updates your Studyplan. Use Brainmap and Notebooks to target weak areas, mix in dictations/listening challenges, and track CEFR progress over time.	Do a few kwizzes daily instead of marathons; filter to your weakest topics in Notebooks; copy tricky example sentences into your SRS; pair Kwiziq grammar fixes with heavy immersion to convert accuracy into fluency.```	1			Website	Spanish, French	Spanish, French	Paid	Grammar Study				https://www.kwiziq.com/			Tools
86040	MANGO_LANGUAGES	Mango Languages		Conversation-based courses in 70+ languages via app & libraries	Mango teaches practical conversations with grammar & culture notes, native audio, and voice comparison across 70+ languages. Library access (often free), cross‑platform sync, and mobile offline downloads make it an easy supplement to immersion.	70+ languages incl endangered;Free access via many libraries;Conversation‑based with grammar & culture notes;Native audio + voice compare;Color‑coded literal translations;Cross‑platform (web/iOS/Android);Offline mobile downloads;Placement tests & progress tracking;Family profiles (up to 5);Mango Movies & Reader extras	Founded in 2007 in Michigan, Mango uses a conversation‑first, building‑block method that layers vocab, grammar, pronunciation, and culture. It’s designed for institutions (libraries, schools, gov) and individuals who want practical communication skills fast.	Good for beginners through lower‑intermediate learners who like structured phrase‑based lessons; handy for travelers, library patrons, homeschoolers, and as a grammar/phrase spine alongside heavy immersion.	Content depth varies widely by language; advanced practice limited; lessons can feel text‑heavy; mic feedback basic; some features gated behind subscription.	Get it free through a participating library (card login) or subscribe; install the mobile app or use the web, create a profile, choose your language, and download initial lessons for offline study.	Work through Units → Chapters → short lessons: hear a conversation, break it down, practice pronunciation, review grammar/culture notes, then reinforce with spaced review activities. Use placement tests to skip ahead and replay tricky items; track progress across devices.	Shadow native audio and record/compare often; enable color mapping & literal translations to notice grammar; queue offline lessons for commute study; star useful phrases and move them into your main SRS to connect Mango study with real‑world input.```	1			All			Paid	Language App				https://mangolanguages.com/			Tools
84041	BEELINGUAPP	Beelinguapp		Bilingual read‑along stories with synced native audio	Beelinguapp lets you read and listen to stories in two languages side by side (or karaoke style) so you can map meaning fast. Native‑speaker audio, highlighting, quizzes, and a personal glossary help build vocab and comprehension across 20+ languages.	Parallel bilingual text;Native audio w/ karaoke highlighting;Tap‑to‑translate & glossary flashcards;Genre‑diverse library (stories/news/music);Offline access to saved texts;Adjustable audio speed;Level tags & search filters;Generous free tier;Affordable Premium unlock	Created in Berlin by David Montiel to make bilingual reading painless: texts display in your L1 and L2 together while synced audio highlights each phrase. The idea is to cut dictionary lookup friction so you can read more real content and grow vocab naturally.	Self‑driven readers from beginner through intermediate who want extensive reading + listening support; great for commuters, parents studying with kids, and anyone adding reading reps to immersion.	Not a full course: limited grammar instruction; library depth uneven by language/level; translations vary in quality; app‑only (no full web reader); some UI quirks reported.	Install on iOS or Android, create an account, pick your interface and target languages, then download a few free stories; upgrade to Premium to unlock the full catalog, unlimited downloads, and ad removal.	Browse by level/topic, open a story, and read the L2 text while glancing at the L1 line beneath or beside it; play audio to follow the karaoke highlight, tap words for meanings, and add to your glossary; finish with built‑in quiz and review saved flashcards offline.	Hide or minimize the translation once comfortable; slow audio for parsing then shadow at normal speed; mine high‑value sentences into your SRS; build themed playlists that match current immersion material.```	1			All			Freemium					https://beelinguapp.com/			Tools
86042	SPEAKLY	Speakly		Stat-driven SRS app teaching 4k high‑value words fast	Speakly teaches the ~4,000 most statistically relevant words first, then reinforces them in context with spaced repetition across reading, listening, writing, and light speaking. Short daily study plus adaptive review aims to get you conversational in ~100 hours.	Teaches high‑frequency 4k core vocab;Spaced repetition memory system;Context sentences w/ native audio;Covers multiple skills incl listening/speaking;Adaptive placement & progress tracking;Essential grammar tips inline;Affordable plans incl lifetime;Offline mobile study;Supports smaller langs (Estonian/Finnish) alongside majors	Founded in Estonia, Speakly combines linguistic research and algorithms to present the most statistically relevant words and phrases in order of real-life usefulness. Lessons mix vocab, example sentences, short listening, and essential grammar so you can start communicating quickly.	Suited to motivated beginners through lower‑intermediate learners who want a practical vocab core fast; helpful for travelers, expats, and immersion learners needing a frequency‑based jumpstart.	Language catalog limited; grammar coverage light; speaking practice modest; review UX quirks noted by users; some platform feature gaps vs bigger apps.	Install iOS/Android or use web, create an account, pick base & target language, take (or skip) the placement test, and start the free 7‑day trial; upgrade for full access, all languages, and offline downloads.	Study new words in Learn mode, answer recall prompts, and practice sentences with audio and typing/speaking; spaced reviews resurface items until solid; track progress toward CEFR goals and move between skills tabs.	Do short daily SRS sessions; speak answers aloud to build habit; tag tricky items and recycle them; export useful sentences to your main SRS and pair Speakly study with real‑world input for faster activation.```	1			All	Estonian, Russian, Spanish, French, German, Italian, Finnish, Norwegian	Estonian, Russian, Spanish, French, German, Italian, Finnish, Norwegian	Paid					https://speakly.me/en			Tools
86043	JUMPSPEAK	jumpspeak		AI chatbot speaking drills for 20+ languages	Jumpspeak runs short, scenario-based speaking lessons powered by AI chatbots that prompt you to listen, respond, and get instant feedback on pronunciation and grammar. Full courses in core langs plus AI Tutoring in others; 7‑day trial then subscription or lifetime access.	Heavy speaking focus;Short 3‑10 min lessons;Instant AI speech/grammar feedback;Real-life conversation scenarios;Multi-language access under one plan;Good anxiety-free practice space;Mobile + web + offline units;100‑day risk-back promo;Placement and progress tracking	Founded in Estonia and now marketed globally, Jumpspeak uses an "active immersion" method: you speak from day one in scripted and AI-driven role plays. It aims to replace passive tapping with real conversation practice so you build confidence fast before live chats.	Motivated beginners to lower‑intermediate learners who want low-stress oral practice, travelers prepping fast, or anyone nervous about speaking with humans; useful as a daily speaking warmup alongside immersion.	Limited grammar depth and writing; some languages offer AI Tutoring only; bugs, aggressive upsells, and tricky cancellations reported; speech feedback accuracy varies.	Install iOS/Android or use web, create an account, pick your base and target language, allow mic access, and start the free 7‑day trial. Subscribe (or lifetime) to unlock all lessons, AI Tutoring for extra languages, and offline downloads.	Choose a conversation topic, listen to the prompt, and speak your response; the AI chatbot replies, corrects, and scores you. Repeat lines, review mistakes, and advance through short themed lessons; use Test/Practice modes to reinforce and track streaks.	Do 5‑10 min daily speaking bursts; redo tough dialogs until responses are automatic; turn on transcript view to capture useful chunks for your SRS; pair Jumpspeak drills with real audio input and occasional human conversation to transfer skills.```	1			All			Paid					https://www.jumpspeak.com/			Tools
86044	IMMERSEME_	ImmerseMe 		VR 360° scenario drills w/ speech check (12 langs)	ImmerseMe drops you into 360° video scenes (cafés, shops, travel) where you listen, speak, and get ASR pronunciation checks in your target language. Content spans Beginner‑Advanced with scaffolded modes and transcripts in L2+L1 so you can rehearse real situations before doing them for real.	Authentic 360° video contexts;Speech recognition pronunciation feedback;Scenario‑based speaking & listening;Beginner‑Intermediate‑Advanced levels;Scaffolded modes (Vocab→Grammar→Pronun→Typing→Translation);Multi‑skill points & competitions;Teacher dashboard & assignments;Works on web, mobile, VR headsets;Institution & individual licensing	Developed by an educator‑driven team in New Zealand, ImmerseMe uses filmed 360° native‑speaker scenarios plus automated speech recognition to create interactive speaking practice. It was built to give students realistic, contextual reps for tasks like ordering food or checking into a hotel without leaving home.	Good for classroom programs and independent learners with basic foundations through lower‑intermediate who want situational speaking drills and cultural prep; handy pre‑travel warmups and for teachers assigning targeted tasks.	Subscription cost is high; needs solid internet + mic; ASR can mis-hear accents; scripted responses limit free production; not a full grammar course.	Sign up on the web (or via school), choose licence, pick your target language and level, allow mic, and launch in a browser or compatible VR headset; students join via class codes if assigned.	Select a scenario, preview L2+translation transcript, then watch the 360° clip and speak your chosen line; ASR checks pronunciation and you advance through scaffolded practice (e.g., Vocab, Pronun, Translation) to full interaction. Points accrue for correct responses; teachers track progress and run competitions.	Repeat tough lines until ASR passes; swivel/drag to scan the 360° scene for context clues; batch assign travel‑relevant scenarios before trips; download printable phrase lists or capture lines to your SRS to link in‑app practice with immersion.```	1			Website	German, Spanish, French, English, Japanese, Chinese (Mandarin), Italian, Greek, Indonesian, Portuguese (Brazilian), Arabic (MSA), Russian	German, Spanish, French, English, Japanese, Chinese (Mandarin), Italian, Greek, Indonesian, Portuguese (Brazilian), Arabic (MSA), Russian	Paid					https://immerseme.co/			Tools
86045	IMMERSE	Immerse		Live VR classes + AI practice for real-world fluency	IMMERSE combines live, trainer-led small group VR sessions with 24/7 AI avatar practice in interactive 3D worlds. Works on Meta Quest and desktop, maps to CEFR Pre‑A1–C1, and currently supports English, Spanish, French, and Portuguese.	Live trainer-led small groups;AI avatar practice 24/7;Immersive VR scenarios;CEFR‑aligned curriculum Pre‑A1–C1;Desktop access if no headset;14‑day free trial;Community events & meetups;Actionable class notes & feedback;Enterprise reporting & plans	Founded by VR language educators, IMMERSE delivers subscription access to live classes, AI conversation scenes, and social meetups inside a shared virtual world. Lessons happen in interactive environments (airports, cafes, workplaces) so you practice tasks the way you’ll use them in life.	Best for adult learners and teams who want high‑touch speaking practice and real‑time feedback; useful from beginner through advanced, especially if you already do input‑heavy immersion elsewhere.	Requires subscription and stable internet; full immersion best with a VR headset; limited to 4 core languages; ASR/mic glitches and time‑zone scheduling hiccups can occur; class slots cap out.	Create an account, start the 14‑day free trial, install on Meta Quest (or join via Chrome/Firefox/Edge desktop), allow mic, choose your target language and level. Subscribe to keep access when the trial ends.	Take the placement check, book 40‑min live classes, and enter VR scenes to interact with your Language Guide and peers; use AI Practice scenes anytime between classes; join community events and review auto‑generated class notes to reinforce.	Book classes at times with good attendance; warm up in AI scenes before live sessions; capture useful chunks from class notes into your SRS; use desktop mode for quick practice when you can’t headset; run the network test to avoid lag.```	1			Website			Paid					[Get Immerse on Meta](https://www.meta.com/experiences/immerse-language-learning/3181432891940455/)			Tools
84046	LINGO_LEGEND	Lingo Legend	- Lingo Legends	Deck‑building language RPG with spaced‑repetition drills	Lingo Legend wraps SRS flashcards in a collectible card‑battle adventure so you learn vocab/grammar while fighting monsters. 3.5k+ words across 200+ themed topics, gear, quests, and seasonal events keep reps going across supported major languages.	Gameified card battles keep you engaged;Spaced repetition vocab review;3.5k+ words & 200+ topics;Major langs incl Japanese/Korean/Spanish/French/etc;Custom flashcard import (CSV);Choose study topics & skip known cards;Seasonal events & rewards;Free to play w/ sub unlock;Cloud sync mobile	Created by language acquisition experts, Lingo Legend turns study items into ability cards you must answer to attack, blending RPG progression with spaced‑repetition review. It aims to reduce study fatigue by making reps part of a monster‑battling quest.	Great for motivated beginners through lower‑intermediate gamers who need vocab/phrase reps and like RPG progression; good motivational supplement alongside immersion.	Depth beyond B1 limited; game grind/energy gates in free tier; narrower language catalog; light grammar explanations; occasional bugs or performance hiccups.	Install on iOS/Android, create an account, pick your target language & starting topic packs, allow notifications; subscribe to remove limits, unlock all topics, and offline play; import custom cards via CSV if desired.	Enter Adventure battles: draw ability cards, answer flashcards to trigger attacks, win to unlock vocab, gear, and new zones; use Study/Review to cycle SRS items; customize deck, topics, and difficulty; join seasonal events for extra rewards.	Adjust SRS settings and skip mastered cards to control load; focus on high‑utility topics that match your immersion; batch‑import personal vocab lists; play short daily sessions to avoid grind burnout and keep spacing optimal.```	1			Mobile	Chinese, Japanese, Dutch, Korean, French, Portuguese, German, Russian, Italian, Spanish Ask ChatGPT	Chinese, Japanese, Dutch, Korean, French, Portuguese, German, Russian, Italian, Spanish Ask ChatGPT	Freemium					https://www.lingolegend.com/			Tools
84047	FALOU	Falou		AI speech-focused courses in 25+ languages	Falou teaches real‑life conversation phrases with AI pronunciation feedback, native audio, and short scenario lessons so you start speaking from day one. Includes writing/listening drills, SRS review, and free core access with optional subscription for unlimited practice.	Starts speaking from Lesson 1;AI pronunciation coaching;Real‑life conversation scripts;25+ languages incl majors & some niche;Native‑speaker audio;SRS flashcards & custom reviews;Writing & listening extras;Hands‑free audio lessons;Offline & multi‑device;Free core courses + subscription unlock	Founded in Brazil to make speaking practice accessible, Falou focuses on fast, confidence‑building conversation drills backed by AI speech analysis and native recordings. It’s meant to complement other study methods and get you comfortable producing common phrases quickly.	Good for shy speakers, travelers, and motivated beginners‑to‑lower‑intermediate learners who want guided pronunciation and phrase practice to support immersion or upcoming trips.	Grammar depth light; ASR can mis-hear accents; some lessons scripted/unnatural; review tools uneven for vocab; distracting promo videos; quality varies across languages; subscription upsells.	Install on iOS/Android, create (or SSO) account, pick interface & target language (hard to change later), allow mic, and try the free starter lessons; subscribe to unlock full courses, unlimited reviews, and offline packs.	Select a real‑life scenario, watch the short intro, then listen and repeat lines while the AI checks pronunciation; answer comprehension and typing prompts, then run Review/SRS and optional vocab booster lessons to reinforce.	Use headphones + clear mic for better recognition; redo key scenarios until speech flows; ignore perfection—focus on communicative chunks; capture high‑value phrases into your main SRS and pair Falou speaking drills with heavy listening/reading immersion.```	1			All			Freemium					https://falou.com/			Tools
86048	LYRICFLUENT	LyricFluent		Learn languages through music lyrics, games, and SRS review	LyricFluent turns real songs into interactive lessons with synced lyrics, translations, pronunciation audio, and mini‑games. Save new words from 15k+ tracks across multiple languages and review them with spaced repetition to build listening, vocab, and grammar awareness.	Learn via real songs you love;Line‑by‑line + full lyric translations;Tap words for meaning + audio;Multiple game modes (fill, match, order);Large song catalog (15k+ and growing);Supports many langs incl Spanish/French/German/etc;Immersion & slowed line modes;Spaced repetition word review;Request songs/artists;Leaderboards & gamification	Created by LyricFluent Ltd to make music time count for language learning: the app lines up lyrics, translations, and pronunciation so you can decode songs you already enjoy. Interactive games and SRS review turn passive listening into active study.	Music‑motivated learners (upper‑beginner through advanced) who want to mine vocab, slang, and grammar patterns from real tracks; great as a fun listening complement to immersion.	Not a full course; learning tools uneven across songs/languages; interface quirks (e.g., landscape, navigation); slang/dialect labeling limited; subscription for full catalog.	Install on iOS/Android or use the web, create an account, choose base & target languages, and start with free songs; subscribe to unlock full catalog, games, and expanded review features.	Pick a song, view dual‑language lyrics, tap words for translations/pronunciation, and switch to line‑by‑line slow mode to study; play fill‑in, translation, and order‑the‑lyric games; save words to your review deck and track progress on leaderboards.	Loop favorite songs to deepen parsing; clean up saved word translations before review; sort by level/genre to match your current input; mine high‑frequency or slang lines into your main SRS and practice singing for pronunciation.```	1			All			Paid					https://lyricfluent.com/			Tools
